20
20
2
grand
0	0	20	Entrepot	0	1	20	null	0	2	20	Aeroport	0	3	21	null	0	4	21	null	0	5	21	Hopital	0	6	21	null	0	7	23	null	0	8	23	Entrepot	0	9	23	null	0	10	23	null	0	11	23	Ville	0	12	23	null	0	13	23	null	0	14	23	null	0	15	23	Laboratoire	0	16	23	null	0	17	23	Entrepot	0	18	23	null	0	19	30	Hopital	
1	0	20	null	1	1	20	null	1	2	20	null	1	3	21	null	1	4	21	null	1	5	21	null	1	6	21	null	1	7	23	null	1	8	23	null	1	9	23	null	1	10	23	null	1	11	23	null	1	12	23	null	1	13	23	null	1	14	23	null	1	15	23	null	1	16	23	null	1	17	23	null	1	18	30	null	1	19	30	null	
2	0	20	null	2	1	20	null	2	2	21	Aeroport	2	3	21	null	2	4	21	null	2	5	21	Aeroport	2	6	21	null	2	7	21	null	2	8	23	Aeroport	2	9	23	null	2	10	23	null	2	11	23	null	2	12	23	null	2	13	23	null	2	14	23	null	2	15	23	null	2	16	23	null	2	17	30	null	2	18	30	null	2	19	30	null	
3	0	20	null	3	1	20	null	3	2	20	null	3	3	20	null	3	4	22	null	3	5	21	null	3	6	22	null	3	7	22	null	3	8	22	null	3	9	23	Entrepot	3	10	23	null	3	11	23	Aeroport	3	12	23	null	3	13	23	Aeroport	3	14	23	null	3	15	23	Entrepot	3	16	30	null	3	17	30	Aeroport	3	18	30	null	3	19	30	Entrepot	
4	0	20	null	4	1	20	null	4	2	20	null	4	3	22	null	4	4	22	null	4	5	22	null	4	6	22	null	4	7	22	null	4	8	22	null	4	9	23	null	4	10	23	null	4	11	23	null	4	12	23	null	4	13	23	null	4	14	23	null	4	15	31	Aeroport	4	16	30	null	4	17	30	null	4	18	30	null	4	19	30	null	
5	0	20	Aeroport	5	1	20	null	5	2	22	Hopital	5	3	22	null	5	4	22	null	5	5	22	Hopital	5	6	22	null	5	7	22	null	5	8	22	Entrepot	5	9	22	null	5	10	22	Entrepot	5	11	22	null	5	12	31	null	5	13	31	null	5	14	31	null	5	15	31	null	5	16	30	null	5	17	30	null	5	18	30	null	5	19	30	null	
6	0	20	null	6	1	20	null	6	2	22	null	6	3	22	null	6	4	22	null	6	5	22	null	6	6	22	null	6	7	22	null	6	8	22	null	6	9	24	Entrepot	6	10	24	null	6	11	24	null	6	12	24	null	6	13	24	null	6	14	24	null	6	15	31	null	6	16	32	null	6	17	32	Entrepot	6	18	32	null	6	19	33	Entrepot	
7	0	20	null	7	1	20	null	7	2	20	null	7	3	20	null	7	4	20	null	7	5	22	null	7	6	22	null	7	7	22	null	7	8	22	null	7	9	24	null	7	10	24	null	7	11	24	null	7	12	24	Entrepot	7	13	24	null	7	14	24	Entrepot	7	15	32	null	7	16	32	null	7	17	32	null	7	18	32	null	7	19	33	null	
8	0	20	null	8	1	20	null	8	2	20	null	8	3	20	Ville	8	4	22	null	8	5	22	null	8	6	22	null	8	7	22	null	8	8	22	null	8	9	24	null	8	10	24	null	8	11	24	null	8	12	24	null	8	13	24	null	8	14	24	null	8	15	32	null	8	16	32	null	8	17	32	null	8	18	32	null	8	19	33	null	
9	0	20	null	9	1	20	null	9	2	20	null	9	3	20	null	9	4	33	null	9	5	33	null	9	6	33	null	9	7	33	null	9	8	33	null	9	9	24	null	9	10	24	Hopital	9	11	24	null	9	12	24	null	9	13	24	null	9	14	24	Ville	9	15	32	null	9	16	32	null	9	17	32	null	9	18	32	null	9	19	33	null	
10	0	33	null	10	1	33	null	10	2	33	null	10	3	33	null	10	4	33	null	10	5	33	Hopital	10	6	33	null	10	7	33	null	10	8	33	Hopital	10	9	33	null	10	10	33	null	10	11	33	null	10	12	33	null	10	13	33	null	10	14	33	null	10	15	33	null	10	16	33	null	10	17	33	null	10	18	33	null	10	19	33	null	
11	0	12	Entrepot	11	1	12	null	11	2	12	Hopital	11	3	12	null	11	4	12	null	11	5	12	null	11	6	12	null	11	7	12	null	11	8	12	null	11	9	12	null	11	10	12	null	11	11	12	null	11	12	13	Entrepot	11	13	13	null	11	14	13	null	11	15	14	null	11	16	14	null	11	17	14	null	11	18	14	null	11	19	14	null	
12	0	12	null	12	1	12	null	12	2	12	null	12	3	12	null	12	4	12	null	12	5	12	null	12	6	12	null	12	7	12	null	12	8	12	null	12	9	12	null	12	10	12	null	12	11	12	null	12	12	13	null	12	13	13	null	12	14	13	Laboratoire	12	15	14	null	12	16	14	null	12	17	14	null	12	18	14	null	12	19	14	null	
13	0	16	null	13	1	16	null	13	2	16	null	13	3	16	null	13	4	16	null	13	5	16	Laboratoire	13	6	16	null	13	7	16	Aeroport	13	8	16	null	13	9	16	null	13	10	16	null	13	11	17	null	13	12	13	Hopital	13	13	13	null	13	14	13	null	13	15	13	null	13	16	14	null	13	17	14	Entrepot	13	18	14	null	13	19	14	Hopital	
14	0	16	null	14	1	16	null	14	2	16	Hopital	14	3	16	Ville	14	4	16	null	14	5	16	null	14	6	16	null	14	7	16	null	14	8	13	null	14	9	13	Hopital	14	10	13	null	14	11	13	null	14	12	13	null	14	13	13	Laboratoire	14	14	13	null	14	15	13	null	14	16	13	null	14	17	15	null	14	18	15	null	14	19	15	null	
15	0	16	null	15	1	16	null	15	2	16	null	15	3	16	null	15	4	16	null	15	5	16	null	15	6	16	null	15	7	16	null	15	8	13	null	15	9	13	null	15	10	13	null	15	11	13	null	15	12	13	null	15	13	13	null	15	14	13	Laboratoire	15	15	13	null	15	16	13	null	15	17	15	null	15	18	15	null	15	19	15	null	
16	0	16	null	16	1	16	null	16	2	16	null	16	3	16	null	16	4	16	null	16	5	16	null	16	6	16	null	16	7	16	null	16	8	16	null	16	9	16	null	16	10	16	null	16	11	16	null	16	12	16	null	16	13	16	null	16	14	16	null	16	15	16	null	16	16	15	null	16	17	15	Ville	16	18	15	null	16	19	15	Ville	
17	0	16	null	17	1	16	null	17	2	16	null	17	3	16	null	17	4	16	null	17	5	16	Entrepot	17	6	16	null	17	7	16	null	17	8	15	null	17	9	15	null	17	10	15	Laboratoire	17	11	15	null	17	12	15	null	17	13	15	null	17	14	15	null	17	15	15	null	17	16	15	Laboratoire	17	17	15	null	17	18	15	null	17	19	15	null	
18	0	18	Ville	18	1	16	null	18	2	16	null	18	3	16	null	18	4	16	null	18	5	16	null	18	6	16	null	18	7	15	null	18	8	15	null	18	9	15	null	18	10	15	null	18	11	15	null	18	12	15	null	18	13	15	null	18	14	15	null	18	15	15	null	18	16	15	null	18	17	15	null	18	18	15	null	18	19	15	null	
19	0	18	null	19	1	18	null	19	2	18	Ville	19	3	18	null	19	4	18	null	19	5	18	null	19	6	18	Aeroport	19	7	18	null	19	8	18	null	19	9	15	null	19	10	15	null	19	11	15	null	19	12	15	Entrepot	19	13	15	null	19	14	15	null	19	15	15	null	19	16	15	null	19	17	15	Ville	19	18	15	null	19	19	15	null	
